set	n_cases_init	n_vars_init	missed_genotypes_fraction_init	n_cases_retained	n_vars_retained	n_vars_retained_cr	burden_skatw	burden_mbw	burden_lw	skat_skatw	skat_mbw	skat_lw	skato_skatw	skato_mbw	skato_lw	cr_skat	cr_burden	min_p
NDUFAF7	483	1	0.0227743271221532	479	1	1	0.245228860621393	0.245228860621393	0.245228860621393	0.245228860621393	0.245228860621393	0.245228860621393	0.245228860621393	0.245228860621393	0.245228860621393	0.245228860621393	0.245228860621393	0.245228860621393
QPCT	483	4	0.0367494824016563	479	4	4	0.302759009394415	0.302759009394415	0.302759009394415	0.0120937178724905	0.0120937178724905	0.0120937178724905	0.0611580189690015	0.0353664575063152	0.0611580189690015	0.012439296669098	0.19009850514907	0.0120937178724905
RMDN2	483	1	0.0020703933747412	479	1	1	0.652458377767271	0.652458377767271	0.652458377767271	0.652458377767271	0.652458377767271	0.652458377767271	0.652458377767271	0.652458377767271	0.652458377767271	0.652458377767271	0.652458377767271	0.652458377767271
CYP1B1	483	2	0.0020703933747412	479	2	2	0.735397666730822	0.630813614996788	0.735397666730822	0.616035864564462	0.616035864564462	0.616035864564462	0.882888365364591	0.882888365364591	0.882888365364591	0.799931496190665	0.71266876486296	0.616035864564462
GALM	483	1	0.0020703933747412	479	1	1	0.191107391781087	0.191107391781087	0.191107391781087	0.191107391781087	0.191107391781087	0.191107391781087	0.191107391781087	0.191107391781087	0.191107391781087	0.191107391781087	0.191107391781087	0.191107391781087
DHX57	483	3	0.0331262939958592	479	3	3	0.366330208034992	0.279628835911532	0.70241626848896	0.664294899113488	0.54127418406538	0.803261085876019	0.495818712716605	0.396133242927037	0.842880356474329	0.605628189074304	0.335184567754737	0.279628835911532
ARHGEF33	483	1	0.0020703933747412	479	1	1	0.716278322104615	0.716278322104615	0.716278322104615	0.716278322104615	0.716278322104615	0.716278322104615	0.716278322104615	0.716278322104615	0.716278322104615	0.716278322104615	0.716278322104615	0.716278322104615
CDKL4	483	3	0.0510697032436163	479	3	3	0.771088388083711	0.771088388083711	0.771088388083711	0.055651486812783	0.055651486812783	0.055651486812783	0.122192148430108	0.122192148430108	0.122192148430108	0.0422591376339379	0.720799460695611	0.0422591376339379
SLC8A1	483	1	0.159420289855072	479	1	1	0.696289910784645	0.696289910784645	0.696289910784645	0.696289910784645	0.696289910784645	0.696289910784645	0.696289910784645	0.696289910784645	0.696289910784645	0.696289910784645	0.696289910784645	0.696289910784645
C2orf91	483	1	0.0600414078674948	479	NA	NA	0.550343016251079	0.550343016251079	0.550343016251079	0.550343016251079	0.550343016251079	0.550343016251079	0.550343016251079	0.550343016251079	0.550343016251079	0.550343016251079	0.550343016251079	0.550343016251079
PKDCC	483	1	0.0538302277432712	479	1	1	0.153860886519941	0.153860886519941	0.153860886519941	0.153860886519941	0.153860886519941	0.153860886519941	0.153860886519941	0.153860886519941	0.153860886519941	0.153860886519941	0.153860886519941	0.153860886519941
MTA3	483	1	0.0041407867494824	479	1	1	0.691573882118589	0.691573882118589	0.691573882118589	0.691573882118589	0.691573882118589	0.691573882118589	0.691573882118589	0.691573882118589	0.691573882118589	0.691573882118589	0.691573882118589	0.691573882118589
OXER1	483	1	0.093167701863354	479	1	1	0.0951973062077267	0.0951973062077267	0.0951973062077267	0.0951973062077267	0.0951973062077267	0.0951973062077267	0.0951973062077267	0.0951973062077267	0.0951973062077267	0.0951973062077267	0.0951973062077267	0.0951973062077267
HAAO	483	1	0.0082815734989648	479	1	1	0.161990264811606	0.161990264811606	0.161990264811606	0.161990264811606	0.161990264811606	0.161990264811606	0.161990264811606	0.161990264811606	0.161990264811606	0.161990264811606	0.161990264811606	0.161990264811606
THADA	483	2	0.0072463768115942	479	2	2	0.0969691590398679	0.0969691590398679	0.0969691590398679	0.0969691590398679	0.0969691590398679	0.0969691590398679	0.0969691590398679	0.0969691590398679	0.0969691590398679	0.100474732467611	0.062763150204773	0.062763150204773
PLEKHH2	483	2	0.0020703933747412	479	2	2	0.744392401771471	0.744392401771471	0.744392401771471	0.0914285243623763	0.0914285243623763	0.0914285243623763	0.0914285243623763	0.0914285243623763	0.0914285243623763	0.0919184738380305	0.830629916154773	0.0914285243623763
DYNC2LI1	483	1	0.0455486542443064	479	1	1	0.233262501991767	0.233262501991767	0.233262501991767	0.233262501991767	0.233262501991767	0.233262501991767	0.233262501991767	0.233262501991767	0.233262501991767	0.233262501991767	0.233262501991767	0.233262501991767
ABCG5	483	3	0.00483091787439614	479	3	3	0.977362418871788	0.729121627406518	0.977362418871788	0.0997874219912289	0.0997874219912289	0.0997874219912289	0.0997874219912289	0.184871358692284	0.0997874219912289	0.0466430792927582	0.774564120429197	0.0466430792927582
ABCG8	483	4	0.0046583850931677	479	4	4	0.480954788699291	0.480954788699291	0.480954788699291	0.695894123981346	0.695894123981346	0.695894123981346	0.758983681536838	0.758983681536838	0.758983681536838	0.692937684203013	0.516976708879703	0.480954788699291
LRPPRC	483	4	0.020703933747412	479	4	4	0.234873394494329	0.234873394494329	0.234873394494329	0.0204938868448171	0.0204938868448171	0.0204938868448171	0.0686490942732607	0.0686490942732607	0.0686490942732607	0.0593223707220601	0.342446788877007	0.0204938868448171
PPM1B	483	1	0.0476190476190476	479	1	1	0.668494524148606	0.668494524148606	0.668494524148606	0.668494524148606	0.668494524148606	0.668494524148606	0.668494524148606	0.668494524148606	0.668494524148606	0.668494524148606	0.668494524148606	0.668494524148606
SLC3A1	483	7	0.0153800650695061	479	7	7	0.762683415380999	0.776645672046065	0.743922150486748	0.572148875719856	0.635982780229033	0.544281475932687	0.740476176685067	0.819046995250725	0.707022197291352	0.730286413502315	0.882262911458524	0.544281475932687
PREPL	483	1	0.020703933747412	479	1	1	0.727996471758613	0.727996471758613	0.727996471758613	0.727996471758613	0.727996471758613	0.727996471758613	0.727996471758613	0.727996471758613	0.727996471758613	0.727996471758613	0.727996471758613	0.727996471758613
SRBD1	483	2	0.105590062111801	479	2	2	0.346767821176117	0.40255929886158	0.199736620227104	0.401246626677673	0.611977710609963	0.200357457768087	0.432460997105157	0.537295619236539	0.199857441160799	0.56269223893251	0.56269223893251	0.199736620227104
EPAS1	483	2	0.0010351966873706	479	2	2	0.0716022963161243	0.0716022963161243	0.0716022963161243	0.0716022963161243	0.0716022963161243	0.0716022963161243	0.0716022963161243	0.0716022963161243	0.0716022963161243	0.0584032962092948	0.0175134424284711	0.0175134424284711
ATP6V1E2	483	1	0.136645962732919	479	1	1	0.32031955683278	0.32031955683278	0.32031955683278	0.32031955683278	0.32031955683278	0.32031955683278	0.32031955683278	0.32031955683278	0.32031955683278	0.32031955683278	0.32031955683278	0.32031955683278
SOCS5	483	1	0.0807453416149068	479	1	1	0.712605003082645	0.712605003082645	0.712605003082645	0.712605003082645	0.712605003082645	0.712605003082645	0.712605003082645	0.712605003082645	0.712605003082645	0.712605003082645	0.712605003082645	0.712605003082645
LINC01118	483	1	0.0807453416149068	479	1	1	0.209179789922924	0.209179789922924	0.209179789922924	0.209179789922924	0.209179789922924	0.209179789922924	0.209179789922924	0.209179789922924	0.209179789922924	0.209179789922924	0.209179789922924	0.209179789922924
TTC7A	483	5	0.0128364389233954	479	5	5	0.189440343583311	0.271612061749179	0.189440343583311	0.483557897885767	0.590664490901978	0.47334659036516	0.394231047755604	0.45105100519449	0.394231047755604	0.389839498235749	0.203529291478449	0.189440343583311
C2orf61	483	1	0.0062111801242236	479	1	1	0.331964813615368	0.331964813615368	0.331964813615368	0.331964813615368	0.331964813615368	0.331964813615368	0.331964813615368	0.331964813615368	0.331964813615368	0.331964813615368	0.331964813615368	0.331964813615368
MSH2	483	2	0.005175983436853	479	2	2	0.751402218889085	0.751402218889085	0.751402218889085	0.575359125132431	0.575359125132431	0.575359125132431	0.870547688770729	0.870547688770729	0.870547688770729	0.53317394738162	0.830770369385295	0.53317394738162
MSH6	483	5	0.0111801242236025	479	5	5	0.0709719568965491	0.153843745609553	0.0709719568965491	0.105149249933668	0.168718287573282	0.105149249933668	0.107544717873705	0.20330449598329	0.0889531242585405	0.0829538313436917	0.0713250847426164	0.0709719568965491
PPP1R21	483	3	0.0117322291235335	479	3	3	0.348112489994456	0.176987566580656	0.427787327863993	0.355411297324692	0.288605494884708	0.355411297324692	0.480212766543247	0.252764342817215	0.526536220738492	0.523721151403245	0.402288954067877	0.176987566580656
STON1	483	3	0.072463768115942	479	2	2	0.364540021681838	0.449956351931923	0.364540021681838	0.421737571662715	0.60325847620948	0.421737571662715	0.517842145959395	0.60325847620948	0.517842145959395	0.501007629247861	0.430589534635079	0.364540021681838
LHCGR	483	1	0.0144927536231884	479	1	1	0.734087042389437	0.734087042389437	0.734087042389437	0.734087042389437	0.734087042389437	0.734087042389437	0.734087042389437	0.734087042389437	0.734087042389437	0.734087042389437	0.734087042389437	0.734087042389437
FSHR	483	2	0.0848861283643892	479	2	2	0.434199707684104	0.434199707684104	0.433987153454826	0.437945332830836	0.437945332830836	0.437513683534823	0.43609887038984	0.43609887038984	0.436089506686262	0.414179736388725	0.410435538034868	0.410435538034868
NRXN1	483	1	0.0165631469979296	479	1	1	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347
GPR75-ASB3	483	4	0.0646997929606625	479	4	4	0.885693667924661	0.910648140771778	0.831400215292187	0.0582889738495828	0.0543097134873527	0.0582889738495828	0.104245470642329	0.0740962998671671	0.0844742330640055	0.0366747800828361	0.789701947295642	0.0366747800828361
CHAC2	483	3	0.0524499654934438	479	3	3	0.680518696851724	0.668553561174045	0.680518696851724	0.43885540593295	0.43885540593295	0.43885540593295	0.43885540593295	0.661307899119045	0.43885540593295	0.316143174180714	0.781224633911663	0.316143174180714
GPR75	483	1	0.0248447204968944	479	1	1	0.737966507357124	0.737966507357124	0.737966507357124	0.737966507357124	0.737966507357124	0.737966507357124	0.737966507357124	0.737966507357124	0.737966507357124	0.737966507357124	0.737966507357124	0.737966507357124
PSME4	483	1	0.0600414078674948	479	1	1	0.657304855588567	0.657304855588567	0.657304855588567	0.657304855588567	0.657304855588567	0.657304855588567	0.657304855588567	0.657304855588567	0.657304855588567	0.657304855588567	0.657304855588567	0.657304855588567
TSPYL6	483	3	0.00483091787439614	479	3	3	0.226551376153423	0.1578658116758	0.281639757409285	0.5149577407659	0.696997445217127	0.5149577407659	0.316290895723669	0.277817174394637	0.381859101272828	0.565307332937725	0.259624778032652	0.1578658116758
SPTBN1	483	1	0	479	1	1	0.708883749479961	0.708883749479961	0.708883749479961	0.708883749479961	0.708883749479961	0.708883749479961	0.708883749479961	0.708883749479961	0.708883749479961	0.708883749479961	0.708883749479961	0.708883749479961
EML6	483	4	0.0455486542443064	479	4	4	0.0842335847943204	0.0842335847943204	0.0842335847943204	0.52613031093806	0.52613031093806	0.52613031093806	0.11556721783332	0.11556721783332	0.11556721783332	0.505629825306161	0.0295050118346837	0.0295050118346837
RTN4	483	4	0.0507246376811594	479	4	4	0.878827095776863	0.792556904166279	0.852367238688859	0.455485881218831	0.522321775458251	0.455485881218831	0.71983923912795	0.71983923912795	0.614940889351772	0.554935264273163	0.795632475035699	0.455485881218831
CLHC1	483	1	0.169772256728778	479	1	1	0.859301373303622	0.859301373303622	0.859301373303622	0.859301373303622	0.859301373303622	0.859301373303622	0.859301373303622	0.859301373303622	0.859301373303622	0.859301373303622	0.859301373303622	0.859301373303622
MTIF2	483	3	0.0082815734989648	479	2	3	0.0405243057628587	0.0405243057628587	0.0405243057628587	0.0405243057628587	0.0405243057628587	0.0405243057628587	0.0405243057628587	0.0405243057628587	0.0405243057628587	0.0462812051182455	0.0170107390037319	0.0170107390037319
CCDC88A	483	2	0.0600414078674948	479	2	2	0.352149363114694	0.352149363114694	0.352149363114694	0.553563147800071	0.553563147800071	0.553563147800071	0.553563147800071	0.553563147800071	0.553563147800071	0.687624681399481	0.233356270785921	0.233356270785921
PNPT1	483	1	0.0020703933747412	479	1	1	0.190875144598723	0.190875144598723	0.190875144598723	0.190875144598723	0.190875144598723	0.190875144598723	0.190875144598723	0.190875144598723	0.190875144598723	0.190875144598723	0.190875144598723	0.190875144598723
EFEMP1	483	1	0.0248447204968944	479	NA	NA	0.467740069759115	0.467740069759115	0.467740069759115	0.467740069759115	0.467740069759115	0.467740069759115	0.467740069759115	0.467740069759115	0.467740069759115	0.467740069759115	0.467740069759115	0.467740069759115
VRK2	483	6	0.0175983436853002	479	6	6	0.591864806594731	0.455291319677954	0.591864806594731	0.893719702022358	0.87000461277393	0.893719702022358	0.742469525422561	0.722632689379448	0.742469525422561	0.806006407998432	0.486019473254355	0.455291319677954
FANCL	483	1	0.0248447204968944	479	1	1	0.170736295008002	0.170736295008002	0.170736295008002	0.170736295008002	0.170736295008002	0.170736295008002	0.170736295008002	0.170736295008002	0.170736295008002	0.170736295008002	0.170736295008002	0.170736295008002
PUS10	483	1	0.041407867494824	479	1	1	0.732661297194963	0.732661297194963	0.732661297194963	0.732661297194963	0.732661297194963	0.732661297194963	0.732661297194963	0.732661297194963	0.732661297194963	0.732661297194963	0.732661297194963	0.732661297194963
KIAA1841	483	3	0.0510697032436163	479	3	3	0.337094928225535	0.346340142221697	0.112052658128351	0.289767756030442	0.298048042792702	0.116337992954857	0.398702554380368	0.410823261415652	0.0972959369494598	0.354544094211104	0.197198876796522	0.0972959369494598
AHSA2	483	1	0.010351966873706	479	1	1	0.847795788450706	0.847795788450706	0.847795788450706	0.847795788450706	0.847795788450706	0.847795788450706	0.847795788450706	0.847795788450706	0.847795788450706	0.847795788450706	0.847795788450706	0.847795788450706
USP34	483	3	0.062111801242236	479	3	3	0.79423663682885	0.79423663682885	0.79423663682885	0.430437976115923	0.430437976115923	0.430437976115923	0.587621824371213	0.587621824371213	0.587621824371213	0.504205988401573	0.747282512244643	0.430437976115923
FAM161A	483	2	0.0031055900621118	479	2	2	0.345069324079549	0.345069324079549	0.345069324079549	0.840472658758532	0.840472658758532	0.840472658758532	0.552020560970811	0.552020560970811	0.552020560970811	0.791574450169146	0.293537675350383	0.293537675350383
COMMD1	483	1	0.0082815734989648	479	NA	NA	0.534461664561289	0.534461664561289	0.534461664561289	0.534461664561289	0.534461664561289	0.534461664561289	0.534461664561289	0.534461664561289	0.534461664561289	0.534461664561289	0.534461664561289	0.534461664561289
EHBP1	483	4	0.0833333333333333	479	4	4	0.902534731816645	0.922325243970855	0.902534731816645	0.431102582138015	0.431102582138015	0.431102582138015	0.763135523320461	0.647419492563788	0.763135523320461	0.644614852081639	0.78022651103373	0.431102582138015
VPS54	483	1	0.062111801242236	479	1	1	0.663790303453814	0.663790303453814	0.663790303453814	0.663790303453814	0.663790303453814	0.663790303453814	0.663790303453814	0.663790303453814	0.663790303453814	0.663790303453814	0.663790303453814	0.663790303453814
PELI1	483	1	0	479	1	1	0.725022098217627	0.725022098217627	0.725022098217627	0.725022098217627	0.725022098217627	0.725022098217627	0.725022098217627	0.725022098217627	0.725022098217627	0.725022098217627	0.725022098217627	0.725022098217627
AFTPH	483	3	0.0179434092477571	479	3	3	0.187774518355338	0.187774518355338	0.187774518355338	0.797936959078227	0.797936959078227	0.797936959078227	0.288560963571755	0.288560963571755	0.288560963571755	0.743321721519109	0.226652540656114	0.187774518355338
SERTAD2	483	1	0.0020703933747412	479	1	1	0.23000012597197	0.23000012597197	0.23000012597197	0.23000012597197	0.23000012597197	0.23000012597197	0.23000012597197	0.23000012597197	0.23000012597197	0.23000012597197	0.23000012597197	0.23000012597197
