Gene	Estimate	SE	P.Wald	P.LRT	P.Score
2381	DCAF8L2	-13.493	535.411	0.98	0.254	0.339
2382	EFNA3	-13.499	535.411	0.98	0.254	0.337
2383	ERCC6L2	13.485	535.411	0.98	0.254	0.339
2384	FAM134B	13.482	535.411	0.98	0.254	0.339
2385	FAM71D	0.446	0.394	0.258	0.254	0.255
2386	IQCC	13.482	535.411	0.98	0.254	0.339
2387	ISY1-RAB43	13.482	535.411	0.98	0.254	0.339
2388	IVD	-13.488	535.411	0.98	0.254	0.338
2389	KIF26B	13.485	535.411	0.98	0.254	0.339
2390	LCE1D	-13.487	535.411	0.98	0.254	0.338
2391	MALRD1	-13.485	535.411	0.98	0.254	0.338
2392	MAS1	13.482	535.411	0.98	0.254	0.339
2393	MMD2	-13.493	535.411	0.98	0.254	0.339
2394	MSH5	-13.487	535.411	0.98	0.254	0.338
2395	NOTUM	13.482	535.411	0.98	0.254	0.339
2396	OR4S1	-13.493	535.411	0.98	0.254	0.339
2397	OR8J1	-13.493	535.411	0.98	0.254	0.339
2398	OVCA2	-13.487	535.411	0.98	0.254	0.338
2399	PLD1	-13.493	535.411	0.98	0.254	0.339
2400	PTTG1IP	-13.493	535.411	0.98	0.254	0.339
2401	RNASE12	-13.493	535.411	0.98	0.254	0.339
2402	SELPLG	13.482	535.411	0.98	0.254	0.339
2403	SH3GL1	-13.488	535.411	0.98	0.254	0.338
2404	SLC34A1	13.485	535.411	0.98	0.254	0.339
2405	SP140L	-13.485	535.411	0.98	0.254	0.338
2406	STYK1	-13.485	535.411	0.98	0.254	0.338
2407	TAAR5	13.485	535.411	0.98	0.254	0.339
2408	TIMM10B	1.242	1.174	0.29	0.254	0.262
2409	ZNF124	-0.917	0.843	0.277	0.254	0.261
2410	ZNF266	-13.485	535.411	0.98	0.254	0.339
2411	ZNF439	-13.493	535.411	0.98	0.254	0.339
2412	ZNF708	13.485	535.411	0.98	0.254	0.339
2413	ADAMTSL5	-13.491	535.411	0.98	0.255	0.339
2414	ANKMY1	-13.481	535.411	0.98	0.255	0.339
2415	APOL4	0.12	0.105	0.256	0.255	0.255
2416	C12orf49	-13.481	535.411	0.98	0.255	0.339
2417	C5orf34	-13.481	535.411	0.98	0.255	0.339
2418	CTTN	-13.491	535.411	0.98	0.255	0.339
2419	CUBN	-13.481	535.411	0.98	0.255	0.339
2420	DHX34	13.478	535.411	0.98	0.255	0.34
2421	ENKD1	13.643	535.412	0.98	0.255	0.337
2422	EXOC3	13.643	535.412	0.98	0.255	0.337
2423	EXOC7	13.478	535.411	0.98	0.255	0.34
2424	FAM3B	13.643	535.412	0.98	0.255	0.337
2425	FAM63A	13.643	535.412	0.98	0.255	0.337
2426	LIPC	13.643	535.412	0.98	0.255	0.337
2427	MNS1	0.631	0.566	0.265	0.255	0.258
2428	MUC12	13.478	535.411	0.98	0.255	0.34
2429	NAGA	-13.491	535.411	0.98	0.255	0.339
2430	NBEAL1	13.643	535.412	0.98	0.255	0.337
2431	P2RX6	-0.919	0.847	0.278	0.255	0.263
2432	PLA2G4D	13.643	535.412	0.98	0.255	0.337
2433	PLEKHH1	-0.775	0.707	0.273	0.255	0.262
2434	PLXNA2	-13.481	535.411	0.98	0.255	0.339
2435	SH2B2	0.322	0.284	0.257	0.255	0.256
2436	XAF1	-13.491	535.411	0.98	0.255	0.339
2437	ZNF396	13.643	535.412	0.98	0.255	0.337
2438	ABHD1	13.477	535.411	0.98	0.256	0.34
2439	ADAM9	-13.475	535.411	0.98	0.256	0.341
2440	BFAR	13.476	535.411	0.98	0.256	0.342
2441	C1orf195	-13.475	535.411	0.98	0.256	0.341
2442	CD4	13.472	535.411	0.98	0.256	0.341
2443	CYP3A4	13.475	535.411	0.98	0.256	0.341
2444	DGKH	13.477	535.411	0.98	0.256	0.34
2445	EPS8L3	13.475	535.411	0.98	0.256	0.341
2446	GAS2L2	-13.475	535.411	0.98	0.256	0.341
2447	GPR180	13.475	535.411	0.98	0.256	0.341
2448	GPR31	13.476	535.411	0.98	0.256	0.341
2449	HK3	13.476	535.411	0.98	0.256	0.341
2450	KIAA0226L	13.476	535.411	0.98	0.256	0.341
2451	MAP9	13.472	535.411	0.98	0.256	0.341
2452	NPVF	-13.477	535.411	0.98	0.256	0.341
2453	OXNAD1	-13.476	535.411	0.98	0.256	0.34
2454	PCDHGA6	-13.475	535.411	0.98	0.256	0.341
2455	PCM1	13.477	535.411	0.98	0.256	0.34
2456	PLG	-13.476	535.411	0.98	0.256	0.34
2457	SCRN2	-13.475	535.411	0.98	0.256	0.341
2458	SERPINB2	13.477	535.411	0.98	0.256	0.34
2459	SYNJ2	13.472	535.411	0.98	0.256	0.341
2460	TANGO6	13.472	535.411	0.98	0.256	0.341
2461	TAS2R4	13.475	535.411	0.98	0.256	0.341
2462	TUT1	-13.476	535.411	0.98	0.256	0.34
2463	UGT2A3	13.475	535.411	0.98	0.256	0.341
2464	ZNF180	-13.475	535.411	0.98	0.256	0.341
2465	ZNF551	-13.477	535.411	0.98	0.256	0.341
2466	IL1R2	-13.469	535.411	0.98	0.257	0.342
2467	JAGN1	-13.469	535.411	0.98	0.257	0.342
2468	KIDINS220	13.472	535.411	0.98	0.257	0.343
2469	LYPD8	13.472	535.411	0.98	0.257	0.343
2470	PNMT	-13.469	535.411	0.98	0.257	0.342
2471	ZKSCAN7	-13.469	535.411	0.98	0.257	0.342
2472	ZNF347	13.473	535.411	0.98	0.257	0.342
2473	ACAP1	13.462	535.411	0.98	0.258	0.344
2474	ADCY7	13.465	535.411	0.98	0.258	0.343
2475	ARHGEF10L	13.51	535.411	0.98	0.258	0.343
2476	C2orf71	13.462	535.411	0.98	0.258	0.344
2477	CLCN1	13.51	535.411	0.98	0.258	0.343
2478	CPEB4	13.462	535.411	0.98	0.258	0.344
2479	DIS3L	-13.476	535.411	0.98	0.258	0.344
2480	FAM13B	13.465	535.411	0.98	0.258	0.343
2481	GGTLC2	13.51	535.411	0.98	0.258	0.343
2482	HCG27	13.462	535.411	0.98	0.258	0.344
2483	HSDL2	-13.473	535.411	0.98	0.258	0.343
2484	IGHV3-20	-13.476	535.411	0.98	0.258	0.344
2485	ITGAV	-13.473	535.411	0.98	0.258	0.343
2486	ITGB3BP	13.462	535.411	0.98	0.258	0.344
2487	KIAA1586	-13.473	535.411	0.98	0.258	0.343
2488	KRBOX1	13.51	535.411	0.98	0.258	0.343
2489	LUZP4	-13.473	535.411	0.98	0.258	0.343
2490	NTN3	4.487	178.47	0.98	0.258	0.344
2491	PARP4	-13.476	535.411	0.98	0.258	0.344
2492	PLSCR2	13.465	535.411	0.98	0.258	0.343
2493	RASA4	13.465	535.411	0.98	0.258	0.343
2494	RDH8	13.51	535.411	0.98	0.258	0.343
2495	SEMA4C	13.51	535.411	0.98	0.258	0.343
2496	SURF2	-13.476	535.411	0.98	0.258	0.344
2497	TAF6	-13.473	535.411	0.98	0.258	0.343
2498	TMEM186	-13.473	535.411	0.98	0.258	0.343
2499	USP44	-13.473	535.411	0.98	0.258	0.343
2500	ZNF34	13.465	535.411	0.98	0.258	0.343
2501	ZNF670	13.462	535.411	0.98	0.258	0.344
2502	ZNF835	13.465	535.411	0.98	0.258	0.343
2503	ACBD7	13.477	535.411	0.98	0.259	0.344
2504	AL354898.1	13.477	535.411	0.98	0.259	0.344
2505	DCDC2	13.471	535.411	0.98	0.259	0.344
2506	DCLRE1B	13.477	535.411	0.98	0.259	0.344
2507	GFPT2	13.477	535.411	0.98	0.259	0.344
2508	GOSR2	13.477	535.411	0.98	0.259	0.344
2509	MAP2K3	-1.22	1.166	0.295	0.259	0.268
2510	PLEKHG4B	13.477	535.411	0.98	0.259	0.344
2511	RAPSN	13.477	535.411	0.98	0.259	0.344
2512	RECQL	13.471	535.411	0.98	0.259	0.344
2513	TRIM46	6.735	267.706	0.98	0.259	0.344
2514	VWA5B1	13.477	535.411	0.98	0.259	0.344
2515	ADSS	-13.458	535.411	0.98	0.26	0.346
2516	BCDIN3D	-13.458	535.411	0.98	0.26	0.346
2517	C3orf56	-13.449	535.411	0.98	0.26	0.347
2518	CCDC77	-13.466	535.411	0.98	0.26	0.346
2519	CFHR3	-13.466	535.411	0.98	0.26	0.346
2520	CIDEC	-13.458	535.411	0.98	0.26	0.346
2521	CKMT1B	-13.45	535.411	0.98	0.26	0.347
2522	DOPEY2	-13.466	535.411	0.98	0.26	0.346
2523	DUSP18	-13.466	535.411	0.98	0.26	0.346
2524	ITGB6	-13.466	535.411	0.98	0.26	0.346
2525	OR10A6	-13.449	535.411	0.98	0.26	0.347
2526	PIK3R3	-13.466	535.411	0.98	0.26	0.346
2527	PPP1R32	-13.45	535.411	0.98	0.26	0.347
2528	PTGS1	-13.449	535.411	0.98	0.26	0.347
2529	RP11-410N8.4	-13.45	535.411	0.98	0.26	0.347
2530	SLC24A1	-13.458	535.411	0.98	0.26	0.346
2531	TAF1D	-13.458	535.411	0.98	0.26	0.346
2532	ZNF788	-13.458	535.411	0.98	0.26	0.346
2533	AMPD2	13.453	535.411	0.98	0.261	0.348
2534	LRRC40	13.453	535.411	0.98	0.261	0.348
2535	OR4B1	13.453	535.411	0.98	0.261	0.348
2536	PLA2G7	13.453	535.411	0.98	0.261	0.348
2537	TLE2	13.453	535.411	0.98	0.261	0.348
2538	EIF2B2	13.445	535.411	0.98	0.262	0.349
2539	FMO9P	0.211	0.189	0.263	0.262	0.262
2540	GCKR	0.907	0.848	0.285	0.262	0.27
2541	JAKMIP3	13.445	535.411	0.98	0.262	0.349
2542	NPAS3	-13.448	535.411	0.98	0.262	0.349
2543	SAPCD1	13.445	535.411	0.98	0.262	0.349
2544	ALOX15	13.437	535.411	0.98	0.263	0.35
2545	GDF1	13.437	535.411	0.98	0.263	0.35
2546	KDM3B	13.437	535.411	0.98	0.263	0.35
2547	NDUFA5	13.437	535.411	0.98	0.263	0.35
2548	SHD	13.437	535.411	0.98	0.263	0.35
2549	ZNF275	13.437	535.411	0.98	0.263	0.35
2550	ZNF514	13.437	535.411	0.98	0.263	0.35
2551	BCAP29	1.236	1.188	0.298	0.264	0.273
2552	EFCAB13	0.112	0.1	0.264	0.264	0.264
2553	GALNT8	-13.446	535.411	0.98	0.264	0.352
2554	TRPM3	-13.446	535.411	0.98	0.264	0.352
2555	ZNF221	-13.44	535.411	0.98	0.264	0.351
2556	ZNF562	-13.44	535.411	0.98	0.264	0.351
2557	ANGPTL4	-13.465	535.411	0.98	0.265	0.352
2558	CC2D2B	-13.425	535.411	0.98	0.265	0.353
2559	DNALI1	13.432	535.411	0.98	0.265	0.353
2560	DTL	-13.465	535.411	0.98	0.265	0.352
2561	FAM159A	-13.465	535.411	0.98	0.265	0.352
2562	FAN1	13.432	535.411	0.98	0.265	0.353
2563	KDELR3	13.432	535.411	0.98	0.265	0.353
2564	KIAA1522	-13.465	535.411	0.98	0.265	0.352
2565	OR4C5	0.172	0.159	0.28	0.265	0.271
2566	OTUD7B	-13.465	535.411	0.98	0.265	0.352
2567	PKP4	13.432	535.411	0.98	0.265	0.353
2568	PLK5	-13.465	535.411	0.98	0.265	0.352
2569	PTCD2	-13.425	535.411	0.98	0.265	0.353
2570	RAD51C	13.432	535.411	0.98	0.265	0.353
2571	RAP1GDS1	-13.465	535.411	0.98	0.265	0.352
2572	SIRPG	-13.425	535.411	0.98	0.265	0.353
2573	SLC25A38	13.432	535.411	0.98	0.265	0.353
2574	TMED10	13.432	535.411	0.98	0.265	0.353
2575	TRGV5	13.432	535.411	0.98	0.265	0.353
2576	TSPAN6	-13.425	535.411	0.98	0.265	0.353
2577	WDR52	-13.465	535.411	0.98	0.265	0.352
2578	ZNF530	-13.465	535.411	0.98	0.265	0.352
2579	CYP2D6	0.399	0.362	0.27	0.266	0.267
2580	ANKLE2	-13.424	535.411	0.98	0.267	0.356
2581	EIF2AK2	-13.424	535.411	0.98	0.267	0.356
2582	SLCO1C1	-13.424	535.411	0.98	0.267	0.356
2583	BRCA2	0.574	0.527	0.276	0.268	0.27
2584	CCDC82	13.414	535.411	0.98	0.268	0.357
2585	GOLGA8T	13.414	535.411	0.98	0.268	0.357
2586	PRC1	13.414	535.411	0.98	0.268	0.357
2587	ZNF676	13.414	535.411	0.98	0.268	0.357
2588	ZNF852	-0.467	0.44	0.289	0.268	0.273
2589	CERS4	-13.414	535.411	0.98	0.269	0.358
2590	DPP8	-13.414	535.411	0.98	0.269	0.358
2591	GSTA2	-13.414	535.411	0.98	0.269	0.358
2592	METTL3	-13.414	535.411	0.98	0.269	0.358
2593	NAP1L4	-13.414	535.411	0.98	0.269	0.358
2594	RGN	-13.414	535.411	0.98	0.269	0.358
2595	C17orf98	-13.397	535.411	0.98	0.27	0.36
2596	CYP27A1	-13.397	535.411	0.98	0.27	0.36
2597	IQCH	-13.397	535.411	0.98	0.27	0.36
2598	OR4C15	-13.4	535.411	0.98	0.27	0.36
2599	OR6K6	-13.4	535.411	0.98	0.27	0.36
2600	OTUD6B	-13.397	535.411	0.98	0.27	0.36
2601	PCDHAC1	-13.397	535.411	0.98	0.27	0.36
2602	PDCD7	-13.397	535.411	0.98	0.27	0.36
2603	PLA2G4F	-13.397	535.411	0.98	0.27	0.36
2604	SPATA13	-13.4	535.411	0.98	0.27	0.36
2605	SPIDR	-13.4	535.411	0.98	0.27	0.36
2606	CRIP3	-13.388	535.411	0.98	0.272	0.363
2607	FGF4	-13.388	535.411	0.98	0.272	0.363
2608	GUF1	-1.218	1.19	0.306	0.272	0.282
2609	SERPINB10	-6.694	267.706	0.98	0.272	0.363
2610	WDR75	-13.388	535.411	0.98	0.272	0.363
2611	C17orf66	-13.395	535.411	0.98	0.273	0.364
2612	C5orf42	-1.185	1.163	0.308	0.273	0.282
2613	CLASP2	-13.387	535.411	0.98	0.273	0.364
2614	EXO5	0.498	0.461	0.28	0.273	0.276
2615	EXOC6B	-13.395	535.411	0.98	0.273	0.364
2616	MAP4K2	-13.387	535.411	0.98	0.273	0.364
2617	PRB2	-13.395	535.411	0.98	0.273	0.364
2618	TP53I3	-13.395	535.411	0.98	0.273	0.364
2619	ZSCAN2	-13.387	535.411	0.98	0.273	0.364
2620	ABCC11	-0.458	0.424	0.281	0.274	0.276
2621	ANO5	-1.183	1.164	0.31	0.274	0.283
2622	DHRS12	-13.381	535.411	0.98	0.274	0.365
2623	HDAC1	-13.381	535.411	0.98	0.274	0.365
2624	MFSD12	-13.381	535.411	0.98	0.274	0.365
2625	PSG7	0.182	0.166	0.275	0.274	0.274
2626	SLCO1B7	-13.381	535.411	0.98	0.274	0.365
2627	TSNARE1	-13.381	535.411	0.98	0.274	0.365
2628	CCDC65	-13.379	535.411	0.98	0.275	0.367
2629	CTB-167G5.5	-13.381	535.411	0.98	0.275	0.366
2630	DERL3	-13.379	535.411	0.98	0.275	0.367
2631	ETV3L	-13.379	535.411	0.98	0.275	0.367
2632	GDAP2	-13.381	535.411	0.98	0.275	0.366
2633	ISYNA1	-13.379	535.411	0.98	0.275	0.367
2634	KRT79	-13.379	535.411	0.98	0.275	0.367
2635	MYOCD	-13.381	535.411	0.98	0.275	0.366
2636	NBPF3	-13.381	535.411	0.98	0.275	0.366
2637	NEURL1	-13.381	535.411	0.98	0.275	0.366
2638	OR56B3P	-13.379	535.411	0.98	0.275	0.367
2639	PABPC3	1.183	1.167	0.31	0.275	0.284
2640	RGS18	-13.381	535.411	0.98	0.275	0.366
2641	SPINK8	-13.379	535.411	0.98	0.275	0.367
2642	SYNM	-13.379	535.411	0.98	0.275	0.367
2643	XRRA1	-13.381	535.411	0.98	0.275	0.366
2644	ZNF491	-13.379	535.411	0.98	0.275	0.367
2645	ASZ1	-13.373	535.411	0.98	0.276	0.368
2646	CCDC103	1.18	1.165	0.311	0.276	0.285
2647	CHST14	-13.373	535.411	0.98	0.276	0.368
2648	EPSTI1	-0.525	0.494	0.289	0.276	0.281
2649	HINT2	-13.373	535.411	0.98	0.276	0.368
2650	IL13RA2	-13.373	535.411	0.98	0.276	0.368
2651	SNTB1	-13.373	535.411	0.98	0.276	0.368
2652	ZFAND6	-13.373	535.411	0.98	0.276	0.368
2653	ZNF302	-13.373	535.411	0.98	0.276	0.368
2654	ZNF793	-13.373	535.411	0.98	0.276	0.368
2655	BTNL2	0.29	0.269	0.28	0.277	0.278
2656	WDR66	-1.183	1.17	0.312	0.277	0.287
2657	ACOT8	1.178	1.169	0.314	0.278	0.288
2658	CCDC148	1.172	1.162	0.313	0.278	0.287
2659	WDR41	-0.145	0.134	0.278	0.278	0.278
2660	CROT	1.17	1.162	0.314	0.279	0.288
2661	FKBP7	-1.169	1.162	0.315	0.279	0.289
2662	ATF7IP2	-13.358	535.411	0.98	0.28	0.373
2663	LRRC55	-1.166	1.163	0.316	0.28	0.29
2664	PRKDC	-0.124	0.115	0.281	0.28	0.281
2665	S100A1	-13.358	535.411	0.98	0.28	0.373
2666	TMEM31	-13.358	535.411	0.98	0.28	0.373
2667	UBE2D3	-13.358	535.411	0.98	0.28	0.373
2668	KRT76	0.598	0.566	0.291	0.281	0.285
2669	CARD10	1.161	1.162	0.318	0.282	0.292
2670	GJA10	0.746	0.716	0.297	0.283	0.287
2671	C14orf164	-13.354	535.411	0.98	0.284	0.377
2672	GOLGA6L2	-0.613	0.607	0.312	0.284	0.294
2673	HSD17B13	-13.354	535.411	0.98	0.284	0.377
2674	MS4A4A	-13.354	535.411	0.98	0.284	0.377
2675	MS4A5	-13.354	535.411	0.98	0.284	0.377
2676	OR14K1	-13.354	535.411	0.98	0.284	0.377
2677	VAMP5	-13.354	535.411	0.98	0.284	0.377
2678	AVL9	-13.332	535.411	0.98	0.285	0.379
2679	C22orf39	-13.332	535.411	0.98	0.285	0.379
2680	CARD16	-13.332	535.411	0.98	0.285	0.379
2681	GALNTL5	-13.332	535.411	0.98	0.285	0.379
2682	GPR142	-13.332	535.411	0.98	0.285	0.379
2683	PACRGL	-13.332	535.411	0.98	0.285	0.379
2684	PTPMT1	-13.332	535.411	0.98	0.285	0.379
2685	PVRL3	-13.332	535.411	0.98	0.285	0.379
2686	SERGEF	1.15	1.159	0.321	0.285	0.295
2687	SERPINF2	-13.332	535.411	0.98	0.285	0.379
2688	SFTPB	1.156	1.163	0.32	0.285	0.295
2689	SLC28A1	-13.332	535.411	0.98	0.285	0.379
2690	TMEM159	-13.332	535.411	0.98	0.285	0.379
2691	FAM187B	-0.132	0.124	0.288	0.287	0.288
2692	GC	0.495	0.47	0.292	0.287	0.288
2693	MCU	-1.149	1.161	0.322	0.287	0.297
2694	ZNF80	-0.159	0.15	0.288	0.287	0.288
2695	CCDC108	-1.146	1.16	0.323	0.288	0.298
2696	FGGY	-1.146	1.16	0.323	0.288	0.298
2697	MICALCL	1.144	1.159	0.324	0.288	0.298
2698	CNTLN	1.145	1.161	0.324	0.289	0.299
2699	ST20	-1.154	1.168	0.323	0.289	0.299
2700	TTLL6	-0.393	0.376	0.296	0.289	0.291
2701	CAPN9	1.147	1.165	0.325	0.29	0.3
2702	PTPN7	-1.144	1.162	0.325	0.29	0.3
2703	SPZ1	1.146	1.164	0.325	0.29	0.3
2704	ZNF716	-1.142	1.16	0.325	0.29	0.3
2705	CAPN8	0.134	0.128	0.292	0.291	0.291
2706	ZNF506	1.137	1.16	0.327	0.291	0.302
2707	IFLTD1	1.141	1.165	0.327	0.292	0.302
2708	MROH2A	0.243	0.231	0.294	0.292	0.292
2709	USP29	0.148	0.141	0.293	0.292	0.292
2710	MSR1	0.545	0.526	0.301	0.293	0.295
2711	IL3RA	-0.849	0.847	0.316	0.294	0.303
2712	PRSS55	-0.358	0.343	0.297	0.294	0.295
2713	TMTC1	1.13	1.159	0.33	0.294	0.305
2714	HYAL4	1.129	1.16	0.33	0.295	0.306
2715	NUDT13	1.133	1.164	0.33	0.295	0.306
2716	ESPNP	1.13	1.162	0.331	0.296	0.307
2717	PSG8	-0.26	0.251	0.299	0.296	0.298
2718	GPRC5D	1.125	1.159	0.332	0.297	0.307
2719	PSMB11	-1.124	1.159	0.332	0.297	0.308
2720	TIGD4	-1.124	1.161	0.333	0.298	0.309
2721	VPS13A	-0.727	0.719	0.312	0.298	0.302
2722	ZACN	0.175	0.168	0.299	0.298	0.299
2723	C10orf113	0.182	0.175	0.3	0.299	0.299
2724	DPYD	-1.121	1.16	0.334	0.299	0.31
2725	ERCC2	1.12	1.162	0.335	0.3	0.311
2726	NPHP3	-1.12	1.163	0.335	0.301	0.311
2727	ZNF556	-0.721	0.717	0.315	0.301	0.305
2728	ATM	0.718	0.716	0.316	0.302	0.307
2729	PMS2P5	0.36	0.352	0.306	0.302	0.303
2730	CLYBL	-0.395	0.387	0.307	0.303	0.305
2731	FSIP1	1.111	1.162	0.339	0.304	0.315
2732	DUOX1	1.111	1.163	0.34	0.305	0.316
2733	GRAMD1C	-1.103	1.16	0.342	0.307	0.319
2734	OR52A1	-0.152	0.149	0.309	0.308	0.309
2735	C1orf168	-13.215	535.411	0.98	0.309	0.409
2736	NUTM2B	-13.215	535.411	0.98	0.309	0.409
2737	OR2W3	0.196	0.193	0.31	0.309	0.309
2738	PCDHGA3	-13.215	535.411	0.98	0.309	0.409
2739	PNKP	-1.098	1.16	0.344	0.309	0.321
2740	RNASE9	-13.215	535.411	0.98	0.309	0.409
2741	SCRN3	-0.145	0.143	0.31	0.309	0.31
2742	USP53	-13.215	535.411	0.98	0.309	0.409
2743	CACNA1G	1.097	1.16	0.344	0.31	0.321
2744	ANKK1	1.095	1.161	0.346	0.311	0.322
2745	CHP2	-1.092	1.162	0.347	0.313	0.324
2746	RHBDD3	-0.701	0.716	0.327	0.313	0.318
2747	ZNF845	-1.09	1.16	0.347	0.313	0.324
2748	DNAH7	-0.698	0.714	0.328	0.314	0.319
2749	UMODL1	-0.702	0.717	0.328	0.314	0.319
2750	BPIFB3	1.115	1.186	0.347	0.315	0.326
2751	C2orf53	1.087	1.161	0.349	0.315	0.326
2752	HHIPL2	0.921	1.027	0.37	0.316	0.33
2753	STK32C	-0.697	0.714	0.329	0.316	0.32
2754	AKR7L	-0.35	0.353	0.321	0.317	0.319
2755	FAM122C	-0.517	0.525	0.325	0.317	0.32
2756	LIMCH1	-1.085	1.163	0.351	0.317	0.328
2757	NEDD4	1.08	1.159	0.351	0.317	0.329
2758	CYP3A5	-0.692	0.714	0.332	0.319	0.323
2759	DCAKD	-0.695	0.717	0.332	0.319	0.324
2760	TTC40	-1.077	1.16	0.353	0.319	0.33
2761	GAL3ST2	-1.076	1.16	0.354	0.32	0.332
2762	IGSF22	-1.082	1.166	0.353	0.32	0.332
2763	OR4Q2	0.131	0.132	0.32	0.32	0.32
2764	KCNJ12	1.076	1.162	0.354	0.321	0.332
2765	TRAV19	0.206	0.208	0.323	0.321	0.322
2766	KAT2A	-0.519	0.547	0.342	0.323	0.33
2767	LRP1	1.07	1.161	0.357	0.324	0.335
2768	GPRC5A	1.062	1.163	0.361	0.328	0.34
2769	IGLV4-60	-0.132	0.136	0.331	0.33	0.33
2770	TGFBR2	0.683	0.72	0.343	0.33	0.334
2771	OR5K2	-0.165	0.17	0.331	0.331	0.331
2772	SPATA31E1	-1.054	1.161	0.364	0.331	0.343
2773	ITM2B	-1.046	1.162	0.368	0.335	0.347
2774	ZNF101	-0.334	0.352	0.342	0.339	0.34
2775	AFG3L1P	0.292	0.307	0.342	0.34	0.341
2776	COL7A1	-1.043	1.17	0.373	0.341	0.353
2777	PBOV1	0.234	0.247	0.344	0.342	0.343
2778	TMC3	-0.367	0.391	0.348	0.345	0.346
2779	DZIP3	1.026	1.164	0.378	0.346	0.358
2780	ENDOV	0.326	0.347	0.348	0.346	0.346
2781	ZNF354B	0.8	0.881	0.364	0.349	0.352
2782	CENPBD1	0.582	0.635	0.359	0.35	0.353
2783	SIGLEC1	-0.583	0.635	0.359	0.35	0.353
2784	C1orf177	0.58	0.634	0.361	0.351	0.354
2785	ACOT4	0.074	0.08	0.354	0.354	0.354
2786	RP11-794P6.2	-0.183	0.198	0.355	0.354	0.355
2787	KRT31	-0.338	0.368	0.359	0.355	0.356
2788	C1orf105	0.246	0.268	0.358	0.356	0.357
2789	ZAN	-0.249	0.271	0.358	0.356	0.357
2790	GPR151	0.573	0.635	0.367	0.357	0.36
2791	SMAP1	0.293	0.321	0.361	0.359	0.359
2792	TRAV35	0.251	0.275	0.361	0.359	0.36
2793	FMO6P	0.114	0.125	0.361	0.361	0.361
2794	FAM111A	0.567	0.638	0.374	0.365	0.368
2795	FAM179A	-0.564	0.635	0.374	0.365	0.368
2796	AL133373.1	-0.77	0.879	0.381	0.366	0.37
2797	CREB3L1	-0.099	0.11	0.367	0.366	0.366
2798	OR5B12	-0.564	0.636	0.375	0.366	0.369
2799	STK11IP	-0.157	0.175	0.368	0.367	0.367
2800	CUL9	0.764	0.876	0.383	0.368	0.372
2801	AC114783.1	-0.203	0.227	0.37	0.369	0.37
2802	APLF	0.516	0.582	0.375	0.369	0.371
2803	CLEC7A	-0.223	0.25	0.372	0.371	0.372
2804	CELA1	-0.133	0.15	0.375	0.374	0.374
2805	DUXA	-0.755	0.875	0.388	0.374	0.378
2806	CCDC125	-0.474	0.541	0.381	0.376	0.377
2807	ERV3-1	0.183	0.209	0.383	0.382	0.382
2808	PPP2R5A	0.742	0.878	0.398	0.384	0.388
2809	CLCA3P	-0.191	0.22	0.386	0.385	0.385
2810	EFCAB3	-0.737	0.874	0.399	0.385	0.389
2811	GPRIN1	-0.065	0.075	0.386	0.385	0.386
2812	OR11G2	-0.13	0.15	0.386	0.385	0.385
2813	MUC7	-0.15	0.174	0.387	0.386	0.386
2814	AMPD1	0.187	0.217	0.388	0.387	0.387
2815	OAS3	-0.384	0.449	0.392	0.388	0.389
2816	EGFL8	0.729	0.872	0.403	0.389	0.393
2817	P2RX5	0.119	0.138	0.389	0.389	0.389
2818	STARD9	-0.733	0.877	0.403	0.389	0.393
2819	CCAR1	0.296	0.346	0.392	0.39	0.391
2820	KLK14	-0.487	0.579	0.4	0.394	0.396
2821	TRBV30	0.139	0.163	0.394	0.394	0.394
2822	ZSWIM1	0.628	0.75	0.402	0.394	0.396
2823	IL17RB	0.202	0.238	0.396	0.395	0.395
2824	NUDT7	0.722	0.874	0.409	0.395	0.4
2825	PRAMEF2	0.279	0.33	0.398	0.396	0.396
2826	ABCF1	-0.088	0.104	0.398	0.397	0.397
2827	C3orf72	-0.451	0.537	0.402	0.397	0.398
2828	C2orf91	-0.125	0.149	0.4	0.399	0.4
2829	MOGAT1	-0.483	0.581	0.406	0.4	0.402
2830	PLA2R1	-0.963	1.21	0.426	0.4	0.413
2831	COL23A1	0.446	0.537	0.406	0.401	0.403
2832	NCR3LG1	-0.253	0.302	0.403	0.401	0.402
2833	EBLN2	0.15	0.18	0.405	0.403	0.404
2834	C6orf229	0.279	0.337	0.408	0.405	0.406
2835	CARS2	0.708	0.875	0.418	0.405	0.409
2836	C2orf76	-0.705	0.873	0.42	0.406	0.411
2837	GBP4	0.7	0.874	0.423	0.409	0.414
2838	KANK4	-0.699	0.872	0.423	0.409	0.414
2839	OR4L1	0.122	0.148	0.411	0.41	0.41
2840	ZNF563	0.697	0.872	0.424	0.411	0.416
2841	ACSM3	0.697	0.875	0.426	0.412	0.417
2842	ZNF480	-0.118	0.144	0.414	0.413	0.413
2843	DAPP1	0.441	0.56	0.431	0.414	0.419
2844	HLA-A	0.691	0.872	0.428	0.415	0.419
2845	RAD52	0.342	0.422	0.418	0.416	0.417
2846	SLC41A3	-0.124	0.152	0.416	0.416	0.416
2847	ZNF516	-0.075	0.092	0.417	0.417	0.417
2848	CYP2F1	0.149	0.184	0.419	0.418	0.418
2849	IFIH1	-0.329	0.41	0.423	0.418	0.419
2850	THSD7B	-0.509	0.641	0.427	0.419	0.422
